,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,status
22987,092ae7e7141e3d69ecd0935d97e14fd9,6e27bba7912469fdd0527f2c6c8ea100,delivered,2018-01-17 09:19:54,2018-01-17 09:31:07,2018-01-19 20:35:16,2018-02-08 22:43:16,2018-02-16,1,e3d56b75987accb32f776ba6c710913e,bd4889b5e9133b35b66e42a8665cea5c,2018-01-25 09:30:59,65.0,17.7,moveis_decoracao,24.0,268.0,1.0,1050.0,22.0,22.0,24.0,furniture_decor,1fbd81e4d0a0cf9125ca038b43533b7f,28500,cantagalo,RJ,Repeater
22988,ea88f68397901f59ed9456a77f861c72,aba326a3f911f196bdf7665036f08a5e,delivered,2017-08-12 23:01:12,2017-08-13 23:05:17,2017-08-14 23:14:27,2017-08-18 20:53:41,2017-09-08,1,e3d56b75987accb32f776ba6c710913e,bd4889b5e9133b35b66e42a8665cea5c,2017-08-21 23:05:17,100.0,17.95,moveis_decoracao,24.0,268.0,1.0,1050.0,22.0,22.0,24.0,furniture_decor,f92fd2c87375f957ece022972b16849b,37002,varginha,MG,Repeater
23011,e23ad32d5c15d9ad308baddc6262afea,a4413edae691fd0d28bd04b8a38b259d,delivered,2017-12-01 09:30:36,2017-12-02 15:50:49,2017-12-13 19:41:21,2017-12-27 17:22:30,2018-01-09,1,957f6d6b55b78746f89e976cba785440,f1ed6bd0a9b11b581f16c851c6a5a527,2017-12-13 15:50:49,97.47,17.93,moveis_decoracao,64.0,1115.0,3.0,1450.0,25.0,20.0,20.0,furniture_decor,3e43e6105506432c953e165fb2acf44c,11700,praia grande,SP,Repeater
23015,eae14ee62ea02e4a202dfa6d713acabe,c4229c2ef3051a513c020e11d599c4e8,delivered,2017-04-30 23:09:35,2017-04-30 23:22:44,2017-05-10 16:35:01,2017-05-17 13:14:41,2017-06-08,1,957f6d6b55b78746f89e976cba785440,f1ed6bd0a9b11b581f16c851c6a5a527,2017-05-10 23:22:44,95.92,24.87,moveis_decoracao,64.0,1115.0,3.0,1450.0,25.0,20.0,20.0,furniture_decor,48fd7dec70f2b104a1d5e8c5c639102b,37130,alfenas,MG,Repeater
23027,0cabda713646db439e030172e3feea6d,d42b187f05a3ad462f61b718ba871f05,delivered,2017-03-05 13:17:31,2017-03-05 13:30:20,2017-03-07 09:17:36,2017-03-21 11:47:32,2017-04-04,1,96537ba8cc2b7b2d74ef574b5e78d458,0c8380b62e38e8a1e6adbeba7eb9688c,2017-03-09 13:30:20,144.5,30.05,moveis_decoracao,63.0,632.0,2.0,2350.0,38.0,7.0,28.0,furniture_decor,cbebce165db72a2bfba9e81a3411bdf7,51150,recife,PE,Repeater
23028,0cabda713646db439e030172e3feea6d,d42b187f05a3ad462f61b718ba871f05,delivered,2017-03-05 13:17:31,2017-03-05 13:30:20,2017-03-07 09:17:36,2017-03-21 11:47:32,2017-04-04,2,96537ba8cc2b7b2d74ef574b5e78d458,0c8380b62e38e8a1e6adbeba7eb9688c,2017-03-09 13:30:20,144.5,30.05,moveis_decoracao,63.0,632.0,2.0,2350.0,38.0,7.0,28.0,furniture_decor,cbebce165db72a2bfba9e81a3411bdf7,51150,recife,PE,Repeater
23030,e75011be2ec3dec23d2ed6757d35c792,7dec82bd3f93ed6107cb7bc7e2242618,delivered,2017-01-19 14:38:27,2017-01-19 14:50:07,2017-01-20 14:12:55,2017-01-23 12:38:48,2017-02-27,3,96537ba8cc2b7b2d74ef574b5e78d458,0c8380b62e38e8a1e6adbeba7eb9688c,2017-01-23 14:38:27,144.5,16.75,moveis_decoracao,63.0,632.0,2.0,2350.0,38.0,7.0,28.0,furniture_decor,e30b83af13d6ff0b0f427b2a67c43b39,37704,pocos de caldas,MG,Repeater
23031,e75011be2ec3dec23d2ed6757d35c792,7dec82bd3f93ed6107cb7bc7e2242618,delivered,2017-01-19 14:38:27,2017-01-19 14:50:07,2017-01-20 14:12:55,2017-01-23 12:38:48,2017-02-27,2,2c855454330b900b5238383ea6e815ca,0c8380b62e38e8a1e6adbeba7eb9688c,2017-01-23 14:38:27,144.5,12.11,moveis_decoracao,63.0,627.0,2.0,2500.0,38.0,7.0,28.0,furniture_decor,e30b83af13d6ff0b0f427b2a67c43b39,37704,pocos de caldas,MG,Repeater
23032,e75011be2ec3dec23d2ed6757d35c792,7dec82bd3f93ed6107cb7bc7e2242618,delivered,2017-01-19 14:38:27,2017-01-19 14:50:07,2017-01-20 14:12:55,2017-01-23 12:38:48,2017-02-27,1,b6f134ff2933bb0ee1f36e2865f21a91,0c8380b62e38e8a1e6adbeba7eb9688c,2017-01-23 14:38:27,144.5,18.1,moveis_decoracao,63.0,637.0,2.0,2500.0,39.0,9.0,29.0,furniture_decor,e30b83af13d6ff0b0f427b2a67c43b39,37704,pocos de caldas,MG,Repeater
23034,508692b097f28d849a080d75cfcc2ef1,1173ec1c9a13bf9c879db707701d6f51,delivered,2017-12-06 09:50:08,2017-12-06 10:13:00,2017-12-07 20:21:24,2018-01-05 22:37:06,2018-01-02,1,1d6b1ff2a0ef2336832512132b3af6aa,77530e9772f57a62c906e1c21538ab82,2017-12-12 10:13:00,119.0,14.56,moveis_decoracao,56.0,1892.0,6.0,1550.0,69.0,11.0,11.0,furniture_decor,8ca8b8dc60280d1f97c1c6817655ab63,89205,joinville,SC,Repeater
23049,96521e809c9baf75bf1a6881d39e0d8e,3874a30e7d0c06664c168e83eb191ffd,delivered,2017-10-19 15:53:18,2017-10-19 16:07:40,2017-10-23 15:29:59,2017-10-31 01:07:42,2017-11-14,1,3af4f5bb8b0616387fe23646fa94e256,1025f0e2d44d7041d6cf58b6550e0bfa,2017-10-26 16:07:40,229.0,58.27,moveis_decoracao,54.0,769.0,1.0,11600.0,45.0,35.0,45.0,furniture_decor,c4536b58064f144d0538c9cc69c2765d,86430,santo antonio da platina,PR,Repeater
23050,96521e809c9baf75bf1a6881d39e0d8e,3874a30e7d0c06664c168e83eb191ffd,delivered,2017-10-19 15:53:18,2017-10-19 16:07:40,2017-10-23 15:29:59,2017-10-31 01:07:42,2017-11-14,2,3af4f5bb8b0616387fe23646fa94e256,1025f0e2d44d7041d6cf58b6550e0bfa,2017-10-26 16:07:40,229.0,58.27,moveis_decoracao,54.0,769.0,1.0,11600.0,45.0,35.0,45.0,furniture_decor,c4536b58064f144d0538c9cc69c2765d,86430,santo antonio da platina,PR,Repeater
23054,e00ed9d20c3479f9f0e9727ca9d60946,9eed0427964fdb6119f95015282a94b2,delivered,2017-12-17 10:50:19,2017-12-17 11:14:09,2017-12-20 20:09:35,2017-12-21 17:39:59,2018-01-05,1,8973d773c115b9e347c34a248f17bc92,1025f0e2d44d7041d6cf58b6550e0bfa,2017-12-21 11:14:09,230.0,12.81,moveis_decoracao,58.0,671.0,2.0,1200.0,30.0,23.0,30.0,furniture_decor,b8d31a82b1bb71983bbc08e4751baeab,4524,sao paulo,SP,Repeater
23083,75808f860a87d99fd802237327cbef81,111dd94da5edace3037f01e3c06d81b2,delivered,2017-07-03 09:14:20,2017-07-03 09:25:13,2017-07-04 13:57:28,2017-07-11 20:32:43,2017-07-26,1,be958064244f19bf11ee270b2feca7a2,6fc26fe110feebd80a433e1f012a84f9,2017-07-12 09:25:13,59.99,12.76,moveis_decoracao,60.0,1701.0,2.0,700.0,60.0,7.0,11.0,furniture_decor,969e62a47aec03c735127e6f11ad6564,13087,campinas,SP,Repeater
23084,75808f860a87d99fd802237327cbef81,111dd94da5edace3037f01e3c06d81b2,delivered,2017-07-03 09:14:20,2017-07-03 09:25:13,2017-07-04 13:57:28,2017-07-11 20:32:43,2017-07-26,2,be958064244f19bf11ee270b2feca7a2,6fc26fe110feebd80a433e1f012a84f9,2017-07-12 09:25:13,59.99,12.76,moveis_decoracao,60.0,1701.0,2.0,700.0,60.0,7.0,11.0,furniture_decor,969e62a47aec03c735127e6f11ad6564,13087,campinas,SP,Repeater
23085,75808f860a87d99fd802237327cbef81,111dd94da5edace3037f01e3c06d81b2,delivered,2017-07-03 09:14:20,2017-07-03 09:25:13,2017-07-04 13:57:28,2017-07-11 20:32:43,2017-07-26,3,be958064244f19bf11ee270b2feca7a2,6fc26fe110feebd80a433e1f012a84f9,2017-07-12 09:25:13,59.99,12.76,moveis_decoracao,60.0,1701.0,2.0,700.0,60.0,7.0,11.0,furniture_decor,969e62a47aec03c735127e6f11ad6564,13087,campinas,SP,Repeater
23123,acdcdde1b4bbffb38a57ec5992ab1934,aa69109c4c174abc3b890804f78d78fc,delivered,2018-04-17 07:38:17,2018-04-17 07:50:08,2018-04-17 17:54:36,2018-04-25 17:20:44,2018-05-15,1,77cf3aae7aaa73367945ee2b3e3b6776,537eb890efff034a88679788b647c564,2018-04-23 07:50:08,18.9,18.23,moveis_decoracao,54.0,486.0,2.0,250.0,16.0,6.0,11.0,furniture_decor,6caedf47165dd303190404ba0d47e802,39330,brasilia de minas,MG,Repeater
23149,527676fa1c791f44e2eef1579abf401e,a542cb794ba26cecc08fdd5db20b5b45,delivered,2017-11-17 19:41:49,2017-11-18 02:35:32,2017-11-21 12:27:47,2017-11-24 18:11:44,2017-12-06,1,f71c0f4ee48321ba6b82205b2fc9e08f,bd23da7354813347129d751591d1a6e2,2017-11-23 02:31:17,98.9,9.74,moveis_decoracao,30.0,669.0,4.0,975.0,35.0,25.0,21.0,furniture_decor,6d983c87bdeb0ca15734c8bdaa79a2ea,11070,santos,SP,Repeater
23150,527676fa1c791f44e2eef1579abf401e,a542cb794ba26cecc08fdd5db20b5b45,delivered,2017-11-17 19:41:49,2017-11-18 02:35:32,2017-11-21 12:27:47,2017-11-24 18:11:44,2017-12-06,2,b490f634b94203ba433c7f74c897bdaa,23613d49c3ac2bd302259e55c06c050c,2017-11-23 02:31:17,89.9,19.49,moveis_decoracao,34.0,259.0,2.0,6150.0,40.0,30.0,40.0,furniture_decor,6d983c87bdeb0ca15734c8bdaa79a2ea,11070,santos,SP,Repeater
23152,94578264250da91b85c8e37ad48468b8,0676c04bee30e323a1cdca3b7e222525,delivered,2018-04-23 18:49:22,2018-04-24 19:04:53,2018-04-26 09:37:00,2018-04-27 15:57:58,2018-05-10,1,f71c0f4ee48321ba6b82205b2fc9e08f,cac4c8e7b1ca6252d8f20b2fc1a2e4af,2018-04-27 19:31:42,99.99,11.32,moveis_decoracao,30.0,669.0,4.0,975.0,35.0,25.0,21.0,furniture_decor,cbc71e02efb1d43b84f80b2a64d6013c,3407,sao paulo,SP,Repeater
23174,874ebca0220c7586ef0eaf166bb83ea5,b28a014f45c0c421660918418a592cb7,delivered,2017-11-11 23:20:20,2017-11-11 23:30:38,2017-11-21 14:38:47,2017-12-09 17:42:27,2017-12-01,1,def3587f2a221b89fc8f342e858b2176,7c67e1448b00f6e969d365cea6b010ab,2017-11-22 23:30:31,139.99,29.42,moveis_decoracao,33.0,1189.0,1.0,16617.0,101.0,8.0,57.0,furniture_decor,9c9372efb0eaba42664210e312fe38c4,2318,sao paulo,SP,Repeater
23175,42831051f86bdc3bea417f93d5fd981e,b4e2f9032306f3f68ef7afee47fc278c,delivered,2018-03-21 21:05:39,2018-03-21 21:15:27,2018-04-05 18:56:28,2018-04-12 18:14:27,2018-04-24,1,def3587f2a221b89fc8f342e858b2176,7c67e1448b00f6e969d365cea6b010ab,2018-04-04 21:15:27,139.94,39.84,moveis_decoracao,33.0,1189.0,1.0,16617.0,101.0,8.0,57.0,furniture_decor,8322ac348d132588470c5e8cc56b2bb8,19800,assis,SP,Repeater
23206,989771e34a670ec77e1f406c05ce66b2,9307ff2c06e933b792862b5dc55d25ce,delivered,2017-08-29 18:20:51,2017-08-29 19:00:11,2017-09-13 16:43:47,2017-09-26 18:47:31,2017-09-21,1,ad354f777df2a1eee8211950fca142a4,391fc6631aebcf3004804e51b40bcf1e,2017-09-04 19:00:11,144.77,18.26,moveis_decoracao,59.0,196.0,7.0,2000.0,36.0,11.0,26.0,furniture_decor,c37cc6c1a59d81460a3059744f7ada1c,88535,correia pinto,SC,Repeater
23214,6f1a8d85b71101ab1e342aa9b8dfa5ff,50a19a2bbbc9fe086f09ccd05b51ffa7,delivered,2017-07-29 15:38:49,2017-07-29 15:50:19,2017-08-01 16:26:50,2017-08-09 21:15:14,2017-08-21,1,5fda5f5969ed8a446022953a89e1c81a,1b8356dabde1d35e17cef975c3f82730,2017-08-04 15:50:19,52.99,12.71,moveis_decoracao,56.0,1031.0,2.0,800.0,20.0,40.0,20.0,furniture_decor,5036f4227f2e546879f581d8fd3e6ec6,15150,monte aprazivel,SP,Repeater
23218,4d14cee530bddf889464f788f5cde498,8c0b305bd4a7d01a811b4ab3f1f72cd7,delivered,2018-08-13 14:44:16,2018-08-13 14:55:24,2018-08-15 12:49:00,2018-08-18 16:54:44,2018-08-20,1,b3cde9c63f334490ef1c3348bb7dfc3c,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-08-16 14:55:24,17.0,15.43,moveis_decoracao,51.0,233.0,1.0,700.0,25.0,30.0,35.0,furniture_decor,ad7fda75731aed4991eb80d939db8115,6140,osasco,SP,Repeater
23219,f3f19665e7205700de2a40ff56bf2d28,5cabe5b79e91df0b1cc680c581de5b8a,delivered,2018-08-22 13:59:28,2018-08-22 14:15:13,2018-08-23 14:35:00,2018-08-25 14:18:06,2018-08-27,1,b3cde9c63f334490ef1c3348bb7dfc3c,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-08-24 14:15:13,17.0,13.43,moveis_decoracao,51.0,233.0,1.0,700.0,25.0,30.0,35.0,furniture_decor,ad7fda75731aed4991eb80d939db8115,6140,osasco,SP,Repeater
23220,f3f19665e7205700de2a40ff56bf2d28,5cabe5b79e91df0b1cc680c581de5b8a,delivered,2018-08-22 13:59:28,2018-08-22 14:15:13,2018-08-23 14:35:00,2018-08-25 14:18:06,2018-08-27,2,b3cde9c63f334490ef1c3348bb7dfc3c,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-08-24 14:15:13,17.0,13.43,moveis_decoracao,51.0,233.0,1.0,700.0,25.0,30.0,35.0,furniture_decor,ad7fda75731aed4991eb80d939db8115,6140,osasco,SP,Repeater
23221,f3f19665e7205700de2a40ff56bf2d28,5cabe5b79e91df0b1cc680c581de5b8a,delivered,2018-08-22 13:59:28,2018-08-22 14:15:13,2018-08-23 14:35:00,2018-08-25 14:18:06,2018-08-27,3,b3cde9c63f334490ef1c3348bb7dfc3c,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-08-24 14:15:13,17.0,13.43,moveis_decoracao,51.0,233.0,1.0,700.0,25.0,30.0,35.0,furniture_decor,ad7fda75731aed4991eb80d939db8115,6140,osasco,SP,Repeater
23224,520c724197ad994918261e680ad7b8b5,8b03ea3f9f3057112117ca08e7c3212b,delivered,2017-11-26 10:05:27,2017-11-26 10:16:21,2017-11-29 23:12:14,2017-12-11 11:59:01,2017-12-20,1,12abc33641a0d8f9b6ce13e8753f5749,2a7dc43cecabf23403078e2188437d1d,2017-11-30 10:16:21,12.99,15.1,moveis_decoracao,56.0,354.0,1.0,250.0,20.0,20.0,20.0,furniture_decor,be08ef2ebaeb41941a53aa75db874099,35488,itaguara,MG,Repeater
23246,1f15c9ad9cbf840899fda2a63d4cc760,2656a50d0f9e0263c2b52c42716a4064,delivered,2017-09-17 14:14:19,2017-09-17 14:26:51,2017-09-20 20:13:57,2017-09-25 20:36:30,2017-10-04,1,1e0d051115919ea51ac96e8e01816b57,53e4c6e0f4312d4d2107a8c9cddf45cd,2017-09-21 14:26:51,75.0,13.55,moveis_decoracao,63.0,625.0,6.0,8050.0,40.0,40.0,30.0,furniture_decor,407a6773db6e845737d04a6e27e653b4,19804,assis,SP,Repeater
23307,1bf4871c57b8284ca1dfa1a02ad278c6,ef1cf638ea4788f89b4d2042d694db3a,delivered,2018-02-18 13:38:48,2018-02-18 14:46:42,2018-03-02 21:53:37,2018-03-22 01:41:34,2018-03-09,1,d2f682fdb39628d58f64ca02d3cb580f,d20b021d3efdf267a402c402a48ea64b,2018-02-22 14:46:42,79.99,13.58,moveis_decoracao,63.0,447.0,2.0,900.0,80.0,10.0,60.0,furniture_decor,d3738b2218832d0397dbbceffa3f3514,3694,sao paulo,SP,Repeater
23314,fe9fc8eb3ad784aaf13c6788561efe59,fde883b2a152ae5c4a15e020f7d6d8b9,delivered,2018-08-13 12:31:56,2018-08-13 12:44:26,2018-08-16 14:09:00,2018-08-23 16:26:41,2018-09-05,1,9041a4cde4a900bc259d3b1b6847f6b1,1025f0e2d44d7041d6cf58b6550e0bfa,2018-08-17 12:44:26,120.0,74.79,moveis_decoracao,53.0,626.0,1.0,8500.0,35.0,45.0,45.0,furniture_decor,08a374bca4063116d5530a7b04ecaf3f,89809,chapeco,SC,Repeater
23345,0020a222f55eb79a372d0efee3cca688,0c45155afd8ff99622c40824057f9b34,delivered,2017-08-15 02:45:18,2017-08-15 03:03:44,2017-08-15 16:40:22,2017-08-24 19:19:56,2017-09-06,1,e19ddcc85537b41f22116c8d5425ef46,8a32e327fe2c1b3511609d81aaf9f042,2017-08-21 03:03:44,29.99,15.1,moveis_decoracao,48.0,519.0,3.0,700.0,26.0,8.0,22.0,furniture_decor,87ae4c644c15d9c6b6f826dfec33b340,27273,volta redonda,RJ,Repeater
23373,39948b49e7e68844f9f5a31d12a3c4c6,810d6e6ff6e67c94075b39488b77632c,delivered,2018-03-20 17:23:39,2018-03-22 02:50:09,2018-03-27 19:03:57,2018-03-28 20:06:36,2018-04-06,1,a92044ede94468b593b5e4d92498f6c1,cca3071e3e9bb7d12640c9fbe2301306,2018-03-28 02:50:09,129.34,17.82,moveis_decoracao,58.0,560.0,1.0,2200.0,43.0,11.0,35.0,furniture_decor,384d6654ad80e9f1426b7a4ef9e40997,13145,paulinia,SP,Repeater
23374,39948b49e7e68844f9f5a31d12a3c4c6,810d6e6ff6e67c94075b39488b77632c,delivered,2018-03-20 17:23:39,2018-03-22 02:50:09,2018-03-27 19:03:57,2018-03-28 20:06:36,2018-04-06,2,b4ce8d32dea944f1720681420c4cd5ef,cca3071e3e9bb7d12640c9fbe2301306,2018-03-28 02:50:09,129.34,17.82,cama_mesa_banho,58.0,560.0,1.0,2050.0,43.0,11.0,35.0,bed_bath_table,384d6654ad80e9f1426b7a4ef9e40997,13145,paulinia,SP,Repeater
23388,fa3d745324c8a96e112e217b025689f1,ac1a389528fe61d073b809c5cd02d95a,delivered,2018-02-05 14:38:57,2018-02-06 15:56:02,2018-02-10 14:27:04,2018-02-19 16:04:36,2018-03-13,1,48e82f62f499350869ac7529efd9fcbd,cca3071e3e9bb7d12640c9fbe2301306,2018-02-12 15:56:02,54.9,16.14,moveis_decoracao,60.0,357.0,1.0,650.0,25.0,5.0,17.0,furniture_decor,7d35f5764e668c9deade51c2fd31758a,33130,santa luzia,MG,Repeater
23394,1354bddf21d7082f73e70872571f55ed,20eca38e2ac0e9eb29a3f670b053389f,delivered,2018-01-20 17:53:37,2018-01-22 13:55:20,2018-01-24 18:59:22,2018-02-14 14:48:45,2018-02-20,1,8c501fb8530d486fda52b3aa2fd2dca8,08d0949a9a17c027262db1f3c450c26c,2018-01-29 13:55:20,21.9,17.92,moveis_decoracao,50.0,401.0,1.0,700.0,42.0,2.0,32.0,furniture_decor,2aba7239448982a76a0a79666419e3a3,21341,rio de janeiro,RJ,Repeater
23400,672e3b14b73975f3339583e7eff6091a,6662991993e535704cf68b4931ffd7be,delivered,2018-01-19 23:45:41,2018-01-20 00:17:31,2018-01-25 18:33:49,2018-02-01 14:48:36,2018-02-20,1,9597cbd95c8521094d71b7aa87e6da82,d93844a9c55ba7ce353388bcf849ea56,2018-01-25 00:17:31,179.9,26.1,moveis_decoracao,63.0,181.0,2.0,9900.0,100.0,7.0,85.0,furniture_decor,7c5198d8a67f7da5930f067766cb468f,15910,monte alto,SP,Repeater
23413,0e457aee274ec7e2e18d25ab6d212921,c4666d6a182f4846e0ea4a35e23dd4b3,delivered,2017-12-12 15:26:09,2017-12-12 15:50:49,2017-12-13 21:17:24,2017-12-31 12:09:41,2018-01-10,1,6c706bd66d6df5b9eaa716699943efd0,77530e9772f57a62c906e1c21538ab82,2017-12-18 15:50:49,148.0,21.44,moveis_decoracao,55.0,1908.0,2.0,1100.0,69.0,11.0,11.0,furniture_decor,11ebea68a1046fa3268cb278df2c4f31,29042,vitoria,ES,Repeater
23434,b7a8a6b5eb0a253e2d80e80bb3badbe2,a023459b1f09822fe227fa0db9f3f0ec,delivered,2018-04-19 22:06:20,2018-04-24 18:03:14,2018-04-23 19:36:27,2018-05-03 13:02:56,2018-05-14,1,540a93038cc8b4c42ef0821b2cf067d3,17ca9b9e9b9ef8fdb529001b49ebb50f,2018-04-26 02:31:47,49.97,24.0,moveis_decoracao,60.0,375.0,2.0,4800.0,20.0,50.0,40.0,furniture_decor,0ceb502fc33a2ad327b08288c5310e2e,29141,cariacica,ES,Repeater
23445,c67c325777b78917b4b2a84c917d3f0e,b0fc9d23c86149cfb86ee6fc64ab22cd,delivered,2018-04-06 13:16:51,2018-04-06 13:30:16,2018-04-11 01:02:14,2018-04-16 14:48:34,2018-04-30,1,158102fe543dbaeb84d87811bfe06d0d,002100f778ceb8431b7a1020ff7ab48f,2018-04-12 13:30:16,19.9,12.79,moveis_decoracao,56.0,646.0,1.0,300.0,16.0,30.0,20.0,furniture_decor,4d5cbb095f36a674f6f4a852959ad11d,2674,sao paulo,SP,Repeater
23454,e2a13826bfe262528a6755b2d38e9d5c,8c6f1fc49db37c4c0b9224991a53223e,delivered,2017-12-07 08:20:37,2017-12-09 02:36:30,2017-12-12 20:16:57,2017-12-22 16:44:54,2018-01-02,1,158102fe543dbaeb84d87811bfe06d0d,002100f778ceb8431b7a1020ff7ab48f,2017-12-14 02:36:30,17.9,11.85,moveis_decoracao,56.0,646.0,1.0,300.0,16.0,30.0,20.0,furniture_decor,1e433d2aca7584032f8f56d51643e605,8461,sao paulo,SP,Repeater
23474,075a544c5f4ed4bb75f82b160465fe76,8c0a260a33c95286a9a851fe8bf42797,delivered,2018-02-22 15:17:38,2018-02-22 15:35:27,2018-02-27 19:23:49,2018-03-05 20:58:53,2018-03-20,1,244811270c7c86b6cec6e934c059e086,2cb6eb1b7185064167657fa09f541105,2018-03-02 15:31:10,197.8,22.22,moveis_decoracao,56.0,1271.0,3.0,5400.0,46.0,7.0,46.0,furniture_decor,c385f43894ac5ac31c50339ccf16e8f0,3323,sao paulo,SP,Repeater
23481,0985a44f5d8e8bf1d6a48717584cec06,f82b51953c5ce4b803faaf7e95e1c858,delivered,2017-05-04 19:14:54,2017-05-04 19:25:13,2017-05-05 09:26:02,2017-05-10 08:52:54,2017-05-25,1,a7c7a8a5ae0e412843068fb8fcc30a86,8a32e327fe2c1b3511609d81aaf9f042,2017-05-10 19:25:13,42.99,11.74,moveis_decoracao,58.0,1056.0,3.0,700.0,35.0,7.0,27.0,furniture_decor,c37449d8b51eefa148cd87b2c605a1c1,13495,iracemapolis,SP,Repeater
23514,12fb5d0cb33d4e9aa4d07b4400346153,41061f2a3a70683b176c48c221612439,delivered,2018-01-17 11:32:19,2018-01-17 11:49:54,2018-01-24 13:27:26,2018-01-29 19:32:22,2018-02-07,1,a54f350cdb1f303fe39221171d003852,23613d49c3ac2bd302259e55c06c050c,2018-01-23 11:49:54,39.9,15.98,moveis_decoracao,24.0,249.0,2.0,5850.0,25.0,25.0,25.0,furniture_decor,a865a3f8b39809ab1ba53cd0e8122999,4564,sao paulo,SP,Repeater
23516,239960d8af96f541e9a7153b57c0f4de,9dd11f3718d972116eec267c2c2e317f,delivered,2017-07-02 13:09:40,2017-07-02 13:25:14,2017-07-04 15:19:33,2017-07-06 23:36:40,2017-07-21,1,a54f350cdb1f303fe39221171d003852,23613d49c3ac2bd302259e55c06c050c,2017-07-06 13:25:14,39.9,15.98,moveis_decoracao,24.0,249.0,2.0,5850.0,25.0,25.0,25.0,furniture_decor,8f2fa110f45a5b5592f1593842b7e87d,5334,sao paulo,SP,Repeater
23548,4ed4a6e12e74982dd78c78df1ed3f372,f211d9a5df865e35ec0010fdb6122f85,delivered,2017-07-29 01:28:37,2017-07-29 01:35:19,2017-08-01 19:37:24,2017-08-10 21:39:38,2017-08-25,1,4256cf575577f02e6c98d452ad40fa63,244c2f1bff6afe1f2eaf9bfe9b2aed38,2017-08-08 01:35:19,99.0,52.7,moveis_decoracao,52.0,747.0,4.0,13200.0,40.0,60.0,40.0,furniture_decor,668ddbdd3ee99d4339eadfef21531d45,22760,rio de janeiro,RJ,Repeater
23549,468edfd1aeeeef023e6bba4943f2cdfb,0dc19211283195b22b2c945bd5b0acd7,delivered,2017-12-06 09:50:09,2017-12-06 10:13:07,2017-12-13 19:13:26,2017-12-29 20:16:53,2018-01-09,1,4256cf575577f02e6c98d452ad40fa63,244c2f1bff6afe1f2eaf9bfe9b2aed38,2017-12-15 10:13:07,99.0,69.57,moveis_decoracao,52.0,747.0,4.0,13200.0,40.0,60.0,40.0,furniture_decor,8ca8b8dc60280d1f97c1c6817655ab63,89205,joinville,SC,Repeater
23555,c3ad507aba1f6b47354085e7e6bed0cf,5156283c24fef4abea13a6a6f4469a98,delivered,2017-01-21 19:46:23,2017-01-21 20:01:50,2017-01-25 05:58:53,2017-02-09 15:44:10,2017-03-15,2,8e0aa05a387182c8ef3cd13b6131e60f,cca3071e3e9bb7d12640c9fbe2301306,2017-01-26 19:46:23,169.9,14.86,moveis_decoracao,56.0,231.0,1.0,1800.0,44.0,14.0,33.0,furniture_decor,28989ef45087c96e5a4346e88216c2ba,69912,rio branco,AC,Repeater
23556,c3ad507aba1f6b47354085e7e6bed0cf,5156283c24fef4abea13a6a6f4469a98,delivered,2017-01-21 19:46:23,2017-01-21 20:01:50,2017-01-25 05:58:53,2017-02-09 15:44:10,2017-03-15,1,6cc859e89d080218ff4416539ffa030c,cca3071e3e9bb7d12640c9fbe2301306,2017-01-26 19:46:23,99.9,41.26,cama_mesa_banho,59.0,225.0,1.0,1600.0,35.0,8.0,29.0,bed_bath_table,28989ef45087c96e5a4346e88216c2ba,69912,rio branco,AC,Repeater
23557,c3ad507aba1f6b47354085e7e6bed0cf,5156283c24fef4abea13a6a6f4469a98,delivered,2017-01-21 19:46:23,2017-01-21 20:01:50,2017-01-25 05:58:53,2017-02-09 15:44:10,2017-03-15,3,6cc859e89d080218ff4416539ffa030c,cca3071e3e9bb7d12640c9fbe2301306,2017-01-26 19:46:23,99.9,41.26,cama_mesa_banho,59.0,225.0,1.0,1600.0,35.0,8.0,29.0,bed_bath_table,28989ef45087c96e5a4346e88216c2ba,69912,rio branco,AC,Repeater
23567,933a5028e093e2ea1bf739b2844d3b2c,4791855f611bfc7e8c06bd690a64ca10,delivered,2018-03-20 17:43:57,2018-03-21 11:08:59,2018-03-22 17:32:42,2018-03-23 21:42:01,2018-04-02,1,dbe77c6f7f0935b442ef0c4df2ee3efe,77530e9772f57a62c906e1c21538ab82,2018-03-27 11:08:59,99.0,11.79,moveis_decoracao,59.0,2010.0,2.0,3000.0,69.0,11.0,11.0,furniture_decor,1ca845c3b11ba93c4ac5182ab9c1197e,81670,curitiba,PR,Repeater
